,1,Sales Liquidation By SKU,Report  Date: 01-02-2024 09:02,,,,,,,
,1,(Reference No:C_INVC_PO17021222),,,,,,,,
,1,,Page 1 Of 1,,,,,,,
,  1 1,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
From Period: 01-JAN-2024  ,To period: 31-JAN-2024,  Reference No:   C_INVC_PO17021222          ,                            PO No: 17021222        ,,,,,,,
,,,,,,,,,,
CONCESSIONAIRE,,,,,,,,,,
Supplier Site:    ,903066   -   PILMICO ANIMAL NUTRITION CORPORATION                                                                                                                                      ,Store:    ,6014-THE METRO GAISANO TAGAYTAY          ,,,,,,,
Supplier Site Address:,ABOITIZ CORPORATE CENTER GOV. MANUEL A. CUENCE AVE. KASAMBAGAN,Department:,2080  - Frozen and Chilled          ,,,,,,,
,",CEBU CITY",,,,,,,,,
SKU and transaction date wise summary:-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU,Description,Tran Date,Post Date,Sell UOM,QTY,Concession ,Gross Sales Amt ,Concession Amt ,Input VAT,Concession Amt
,,,,,,Rate   (%),(Incl of VAT),(Excl of VAT),,(Incl of VAT)
104143265,TGM PORK TAPA 400G,2-Jan-24,2-Jan-24,EA,1,80,158,112.86,13.54,126.40  
104143253,TGM PORK SISIG 200G,3-Jan-24,3-Jan-24,EA,2,80,290,207.14,24.86,232.00  
104143265,TGM PORK TAPA 400G,3-Jan-24,3-Jan-24,EA,3,80,474,338.57,40.63,379.20  
104143263,TGM PORK TOCINO 400G,6-Jan-24,6-Jan-24,EA,1,80,158,112.86,13.54,126.40  
104143253,TGM PORK SISIG 200G,7-Jan-24,7-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143263,TGM PORK TOCINO 400G,7-Jan-24,7-Jan-24,EA,1,80,165,117.86,14.14,132.00  
104143263,TGM PORK TOCINO 400G,9-Jan-24,9-Jan-24,EA,1,80,165,117.86,14.14,132.00  
104143253,TGM PORK SISIG 200G,10-Jan-24,10-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143263,TGM PORK TOCINO 400G,10-Jan-24,10-Jan-24,EA,1,80,165,117.86,14.14,132.00  
104143253,TGM PORK SISIG 200G,12-Jan-24,12-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143246,TGM FARMERS HAM 200G,16-Jan-24,16-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143253,TGM PORK SISIG 200G,16-Jan-24,16-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143265,TGM PORK TAPA 400G,16-Jan-24,16-Jan-24,EA,3,80,510,364.29,43.71,408.00  
104143253,TGM PORK SISIG 200G,17-Jan-24,17-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143253,TGM PORK SISIG 200G,19-Jan-24,19-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143256,TGM SMOKED BACON 400G,19-Jan-24,19-Jan-24,EA,1,80,335,239.29,28.71,268.00  
104143246,TGM FARMERS HAM 200G,20-Jan-24,20-Jan-24,EA,2,80,310,221.43,26.57,248.00  
104143253,TGM PORK SISIG 200G,21-Jan-24,21-Jan-24,EA,2,80,310,221.43,26.57,248.00  
104143265,TGM PORK TAPA 400G,21-Jan-24,21-Jan-24,EA,1,80,170,121.43,14.57,136.00  
104143265,TGM PORK TAPA 400G,22-Jan-24,22-Jan-24,EA,1,80,170,121.43,14.57,136.00  
104143253,TGM PORK SISIG 200G,24-Jan-24,24-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143246,TGM FARMERS HAM 200G,26-Jan-24,26-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143253,TGM PORK SISIG 200G,26-Jan-24,26-Jan-24,EA,3,80,465,332.14,39.86,372.00  
104143263,TGM PORK TOCINO 400G,26-Jan-24,26-Jan-24,EA,1,80,165,117.86,14.14,132.00  
104143265,TGM PORK TAPA 400G,28-Jan-24,28-Jan-24,EA,1,80,170,121.43,14.57,136.00  
Total Amount (PHP) :,,,,,,,"5,575.00","3,982.14",477.86,"4,460.00"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,104143246,TGM FARMERS HAM 200G,4,442.86,53.14,496.00  ,,,,
2,104143253,TGM PORK SISIG 200G,14,"1,535.71",184.29,"1,720.00  ",,,,
3,104143256,TGM SMOKED BACON 400G,1,239.29,28.71,268.00  ,,,,
4,104143263,TGM PORK TOCINO 400G,5,584.29,70.11,654.40  ,,,,
5,104143265,TGM PORK TAPA 400G,10,"1,180.00",141.6,"1,321.60  ",,,,
,Total Amount (PHP) :,,,"3,982.14",477.86,"4,460.00",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
