,1,Sales Liquidation By SKU,Report  Date: 01-02-2024 09:02,,,,,,,
,1,(Reference No:C_INVC_PO17020458),,,,,,,,
,1,,Page 1 Of 1,,,,,,,
,  1 1,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
From Period: 01-JAN-2024  ,To period: 31-JAN-2024,  Reference No:   C_INVC_PO17020458          ,                            PO No: 17020458        ,,,,,,,
,,,,,,,,,,
CONCESSIONAIRE,,,,,,,,,,
Supplier Site:    ,903066   -   PILMICO ANIMAL NUTRITION CORPORATION                                                                                                                                      ,Store:    ,2012-METRO GAISANO MARKET (BINONDO)          ,,,,,,,
Supplier Site Address:,ABOITIZ CORPORATE CENTER GOV. MANUEL A. CUENCE AVE. KASAMBAGAN,Department:,2080  - Frozen and Chilled          ,,,,,,,
,",CEBU CITY",,,,,,,,,
SKU and transaction date wise summary:-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU,Description,Tran Date,Post Date,Sell UOM,QTY,Concession ,Gross Sales Amt ,Concession Amt ,Input VAT,Concession Amt
,,,,,,Rate   (%),(Incl of VAT),(Excl of VAT),,(Incl of VAT)
104143263,TGM PORK TOCINO 400G,5-Jan-24,5-Jan-24,EA,2,80,316,225.71,27.09,252.80  
104143265,TGM PORK TAPA 400G,5-Jan-24,5-Jan-24,EA,2,80,316,225.71,27.09,252.80  
104143282,THE GOOD MEAT BRICK HAM 400G,5-Jan-24,5-Jan-24,EA,1,80,140,100,12,112.00  
104143253,TGM PORK SISIG 200G,6-Jan-24,6-Jan-24,EA,3,80,435,310.71,37.29,348.00  
104143263,TGM PORK TOCINO 400G,6-Jan-24,6-Jan-24,EA,1,80,158,112.86,13.54,126.40  
104143265,TGM PORK TAPA 400G,6-Jan-24,6-Jan-24,EA,1,80,158,112.86,13.54,126.40  
104143282,THE GOOD MEAT BRICK HAM 400G,6-Jan-24,6-Jan-24,EA,1,80,140,100,12,112.00  
104143253,TGM PORK SISIG 200G,7-Jan-24,7-Jan-24,EA,2,80,310,221.43,26.57,248.00  
104143256,TGM SMOKED BACON 400G,9-Jan-24,9-Jan-24,EA,1,80,335,239.29,28.71,268.00  
104143263,TGM PORK TOCINO 400G,9-Jan-24,9-Jan-24,EA,1,80,165,117.86,14.14,132.00  
104143259,TGM PORK EMBUTIDO 400G,10-Jan-24,10-Jan-24,EA,1,80,309,220.71,26.49,247.20  
104143263,TGM PORK TOCINO 400G,10-Jan-24,10-Jan-24,EA,1,80,165,117.86,14.14,132.00  
104143268,TGM BELLY BBQ 400G,10-Jan-24,10-Jan-24,EA,1,80,425,303.57,36.43,340.00  
104143256,TGM SMOKED BACON 400G,12-Jan-24,12-Jan-24,EA,1,80,335,239.29,28.71,268.00  
104143263,TGM PORK TOCINO 400G,12-Jan-24,12-Jan-24,EA,1,80,165,117.86,14.14,132.00  
104143265,TGM PORK TAPA 400G,12-Jan-24,12-Jan-24,EA,1,80,170,121.43,14.57,136.00  
104143282,THE GOOD MEAT BRICK HAM 400G,12-Jan-24,12-Jan-24,EA,1,80,140,100,12,112.00  
104143253,TGM PORK SISIG 200G,19-Jan-24,19-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143265,TGM PORK TAPA 400G,19-Jan-24,19-Jan-24,EA,1,80,170,121.43,14.57,136.00  
104143253,TGM PORK SISIG 200G,20-Jan-24,20-Jan-24,EA,1,80,155,110.71,13.29,124.00  
104143256,TGM SMOKED BACON 400G,20-Jan-24,20-Jan-24,EA,1,80,335,239.29,28.71,268.00  
104143265,TGM PORK TAPA 400G,20-Jan-24,20-Jan-24,EA,1,80,170,121.43,14.57,136.00  
104143259,TGM PORK EMBUTIDO 400G,21-Jan-24,21-Jan-24,EA,1,80,309,220.71,26.49,247.20  
104143259,TGM PORK EMBUTIDO 400G,24-Jan-24,24-Jan-24,EA,1,80,309,220.71,26.49,247.20  
104143265,TGM PORK TAPA 400G,25-Jan-24,25-Jan-24,EA,4,80,680,485.71,58.29,544.00  
Total Amount (PHP) :,,,,,,,"6,465.00","4,617.86",554.14,"5,172.00"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,104143253,TGM PORK SISIG 200G,7,753.57,90.43,844.00  ,,,,
2,104143256,TGM SMOKED BACON 400G,3,717.86,86.14,804.00  ,,,,
3,104143259,TGM PORK EMBUTIDO 400G,3,662.14,79.46,741.60  ,,,,
4,104143263,TGM PORK TOCINO 400G,6,692.14,83.06,775.20  ,,,,
5,104143265,TGM PORK TAPA 400G,10,"1,188.57",142.63,"1,331.20  ",,,,
6,104143268,TGM BELLY BBQ 400G,1,303.57,36.43,340.00  ,,,,
7,104143282,THE GOOD MEAT BRICK HAM 400G,3,300,36,336.00  ,,,,
,Total Amount (PHP) :,,,"4,617.86",554.14,"5,172.00",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
